representation,unit_id,tile_id,partition,origin_trip_count,origin_expanded_mass,destination_trip_count,destination_expanded_mass,unit_bbox_span_m
h3_r7,87b2c509effffff,E23_N419,train,152758,224053.40610000005,127963,183438.15250000003,2693.638673315407
h3_r7,87b2c50a2ffffff,E23_N419,train,92269,137137.63619999998,90149,128584.8478,2694.234260133526
h3_r7,87b2c50a4ffffff,E24_N420,train,381,573.3650999999999,450,626.5462000000001,2694.346669417224
h3_r7,87b2c50a6ffffff,E23_N419,train,24220,34858.184000000016,24907,34689.435800000014,2694.60025819327
h3_r7,87b2c50b0ffffff,E23_N419,train,672936,914127.8656999988,710279,998130.1423000004,2695.106279738189
h3_r7,87b2c50b1ffffff,E23_N419,train,302403,446093.5236000007,288679,412233.8432000001,2694.487185736536
h3_r7,87b2c50b2ffffff,E23_N419,train,463432,639894.4363999976,434321,604847.7212000001,2695.3587121549062
h3_r7,87b2c50b3ffffff,E23_N419,train,518397,718222.4026000022,507349,725274.2379999997,2694.7397259394056
h3_r7,87b2c50b4ffffff,E23_N419,train,359049,491686.3826999984,369739,512562.23020000017,2695.472601054528
h3_r7,87b2c50b5ffffff,E23_N419,train,268996,372854.7381,254836,354851.2707000002,2694.853461692692
h3_r7,87b2c50b6ffffff,E23_N419,train,714822,958592.1012000004,707329,982272.4110999996,2695.7253113660845
h3_r7,87b2c5180ffffff,E23_N420,test,140211,216146.81430000035,150975,213751.0013000001,2696.06191982422
h3_r7,87b2c5181ffffff,E24_N420,train,84522,126677.03730000004,76627,109322.35540000006,2695.4424314651405
h3_r7,87b2c5182ffffff,E23_N420,test,12702,18687.3002,13482,18549.3429,2696.3162359795533
h3_r7,87b2c5183ffffff,E23_N420,test,150136,219071.0103000004,155422,215806.97790000003,2695.696854739217
h3_r7,87b2c5184ffffff,E23_N420,test,27569,43344.84439999999,25747,36695.76020000002,2696.4267507507466
h3_r7,87b2c5185ffffff,E24_N420,train,10272,16890.2226,7495,10836.414299999997,2695.8072181723546
h3_r7,87b2c5186ffffff,E23_N420,test,55333,81299.86309999993,56983,79580.73610000001,2696.6813453368377
h3_r7,87b2c518affffff,E24_N420,train,73371,105311.49729999992,64414,86326.25620000003,2694.712156721158
h3_r7,87b2c518effffff,E24_N420,train,53478,77089.53709999997,45604,61584.08499999998,2695.077410858823
h3_r7,87b2c5190ffffff,E23_N420,test,1,1.5063,0,0.0,2697.189377147588
h3_r7,87b2c5191ffffff,E23_N420,test,112810,163345.89760000003,101000,140894.8861,2696.570166460646
h3_r7,87b2c5192ffffff,E23_N420,test,10249,15426.1663,7841,11116.5006,2697.4428140209056
h3_r7,87b2c5193ffffff,E23_N420,test,139693,198797.4823000001,121410,168906.59540000002,2696.823711094854
h3_r7,87b2c5198ffffff,E23_N420,test,674318,915750.0513999964,630458,867438.3861999988,2695.5853154772776
h3_r7,87b2c5199ffffff,E23_N420,test,99248,142739.20629999987,86185,121598.92949999994,2694.9660235572373
h3_r7,87b2c519affffff,E23_N420,test,1133308,1491328.2038000147,1137441,1547744.0530999957,2695.838689525379
h3_r7,87b2c519bffffff,E23_N420,test,218821,313888.0525000001,201974,283553.5263000002,2695.2195050602318
h3_r7,87b2c519cffffff,E23_N420,test,345157,487155.06050000177,352512,489233.043,2695.950892571127
h3_r7,87b2c519dffffff,E23_N420,test,66247,94091.0901999999,64890,89263.67699999995,2695.331555862562
h3_r7,87b2c519effffff,E23_N420,test,263504,374192.3742999999,291577,403947.09910000017,2696.204544784734
h3_r7,87b2c51a2ffffff,E23_N420,test,6370,10262.5577,6830,9865.727499999995,2696.7913471508077
h3_r7,87b2c51a3ffffff,E24_N420,train,2,2.9324,19,26.8736,2696.171770612942
h3_r7,87b2c51b0ffffff,E23_N420,test,13353,19844.1774,11163,15120.338700000002,2697.6656263559125
h3_r7,87b2c51b1ffffff,E23_N420,test,25043,37842.92319999996,28182,39111.344000000005,2697.0462202714407
h3_r7,87b2c51b2ffffff,E23_N420,test,5,7.3786,16,21.5362,2697.920006268949
h3_r7,87b2c51b3ffffff,E23_N420,test,12465,18968.4557,11982,16539.378600000004,2697.300707612885
h3_r7,87b2c5400ffffff,E21_N419,train,2219,4133.065100000001,1613,2444.6943,2699.587186033837
h3_r7,87b2c5401ffffff,E22_N419,train,7149,13637.679900000005,5816,8847.5098,2698.9692183110747
h3_r7,87b2c5403ffffff,E21_N419,train,1212,2236.1116,847,1279.4531000000009,2699.2182295113453
h3_r7,87b2c5405ffffff,E22_N419,train,644,1192.2568999999994,478,738.0074000000001,2699.337897247693
h3_r7,87b2c5408ffffff,E22_N419,train,86931,132429.94570000013,71110,105174.12580000002,2697.982319702278
h3_r7,87b2c5409ffffff,E22_N419,train,115391,174019.5796000001,106364,156179.374,2697.3642680475023
h3_r7,87b2c540bffffff,E22_N419,train,75252,113653.75789999988,62082,92177.6021,2697.613222018059
h3_r7,87b2c540cffffff,E22_N419,train,171264,268300.1502000007,135941,199457.22509999992,2698.3511856199475
h3_r7,87b2c540dffffff,E22_N419,train,229743,346830.21989999985,202311,298066.20500000013,2697.7330883538816
h3_r7,87b2c5420ffffff,E22_N419,train,2926,4321.261199999998,2378,3379.1639,2700.0745564776007
h3_r7,87b2c5421ffffff,E22_N419,train,2871,4660.7228,860,1198.7597000000003,2699.456389125029
h3_r7,87b2c5422ffffff,E21_N419,train,2752,3805.109999999999,2692,3719.2426,2700.324400768033
h3_r7,87b2c5424ffffff,E22_N419,train,1569,2474.541400000001,757,1054.2436000000005,2700.44253603596
h3_r7,87b2c5425ffffff,E22_N419,train,46268,74178.93960000003,44150,63574.69000000002,2699.824324314716
h3_r7,87b2c5426ffffff,E21_N419,train,4328,6886.540399999997,3869,5672.984699999998,2700.692658239277
h3_r7,87b2c5428ffffff,E22_N419,train,167518,242770.8874999997,148411,216678.73590000003,2698.4700329834013
h3_r7,87b2c5429ffffff,E22_N419,train,744578,1036706.314899992,672159,956181.6554000004,2697.851780658704
h3_r7,87b2c542affffff,E22_N419,train,143907,222737.84919999988,121682,179918.32129999995,2698.719819409831
h3_r7,87b2c542bffffff,E22_N419,train,368610,536764.3623999985,363367,537702.1393999994,2698.101676787832
h3_r7,87b2c542cffffff,E22_N419,train,80179,117845.92389999997,84174,122772.35889999992,2698.838156570331
h3_r7,87b2c542dffffff,E22_N419,train,656247,920192.6255000008,689535,993065.9893000006,2698.219859200646
h3_r7,87b2c542effffff,E22_N419,train,857,1314.685,684,1037.0340000000003,2699.0882207037066
h3_r7,87b2c5430ffffff,E21_N419,train,813,1123.6327,1084,1500.2300999999998,2701.191738167196
h3_r7,87b2c5431ffffff,E21_N419,train,4829,6842.824999999998,3319,4669.712099999998,2700.5738570131944
h3_r7,87b2c5435ffffff,E21_N419,train,31908,45965.23830000002,29624,41473.30819999999,2700.942392339988
h3_r7,87b2c5440ffffff,E22_N418,train,159609,236219.09640000007,137584,209077.9663,2695.26006123313
h3_r7,87b2c5441ffffff,E23_N418,validation,532791,779699.8706000043,493991,724534.9033999994,2694.641646867036
h3_r7,87b2c5442ffffff,E22_N418,train,28075,44500.3088,16916,25927.157100000004,2695.509730727528
h3_r7,87b2c5443ffffff,E22_N418,train,290756,437153.8619000018,260566,392600.2512,2694.8914254548145
h3_r7,87b2c5444ffffff,E22_N419,train,61693,94751.44819999993,53332,79090.84630000002,2695.6284661701648
h3_r7,87b2c5445ffffff,E23_N419,train,248435,358617.1405000004,225258,331125.1108000002,2695.0100054147188
h3_r7,87b2c5446ffffff,E22_N419,train,35563,56181.55140000002,21294,32001.83359999999,2695.878412950085
h3_r7,87b2c5448ffffff,E23_N418,validation,394,722.3360000000004,142,216.91090000000003,2693.654627964541
h3_r7,87b2c5449ffffff,E23_N418,validation,54618,97436.42470000002,38984,58775.00120000003,2693.0361365164863
h3_r7,87b2c544affffff,E22_N418,train,25726,40587.500900000014,17300,26634.7771,2693.904238394985
h3_r7,87b2c544bffffff,E23_N418,validation,133,247.2597,20,31.559999999999995,2693.2858557326254
h3_r7,87b2c544cffffff,E23_N418,validation,75733,122451.15609999996,63903,95897.25479999998,2694.023170237895
h3_r7,87b2c544dffffff,E23_N418,validation,27136,44299.20710000001,18105,27607.857,2693.404631730111
h3_r7,87b2c544effffff,E22_N418,train,83256,125119.47769999994,40681,61840.61260000002,2694.273057738319
h3_r7,87b2c5454ffffff,E22_N419,train,0,0.0,1,1.7839,2696.746152411913
h3_r7,87b2c5456ffffff,E22_N418,train,40377,60555.18960000001,37258,55253.63440000001,2696.9952162386617
h3_r7,87b2c5458ffffff,E22_N418,train,19820,29453.9356,12084,18891.1476,2694.7716744675417
h3_r7,87b2c5459ffffff,E22_N418,train,229404,326796.7971000001,206455,308578.4375999999,2694.153462847928
h3_r7,87b2c545affffff,E22_N418,train,494,844.0880000000003,438,721.3122,2695.020403354487
h3_r7,87b2c545bffffff,E22_N418,train,4838,8989.095799999996,3970,6537.8679,2694.4023011595127
h3_r7,87b2c545cffffff,E22_N418,train,76375,130366.9646,73781,113878.78909999997,2695.140817776497
h3_r7,87b2c545dffffff,E22_N418,train,156482,230050.02439999997,148415,223861.5562,2694.522559205885
h3_r7,87b2c5460ffffff,E23_N419,train,819453,1159197.8999000092,824267,1186404.7886999983,2695.746029296075
h3_r7,87b2c5461ffffff,E23_N419,train,149432,226930.8989999999,123917,181276.1548,2695.127413644863
h3_r7,87b2c5462ffffff,E22_N419,train,89882,142051.32560000004,71948,107952.69789999996,2695.99663990282
h3_r7,87b2c5463ffffff,E23_N419,train,870909,1263266.438199987,814864,1181343.4787999974,2695.3781330125057
h3_r7,87b2c5464ffffff,E23_N419,train,527857,750723.3669999982,524330,747919.5336999996,2696.113693895226
h3_r7,87b2c5465ffffff,E23_N419,train,144047,216561.1969000001,113784,165587.94470000005,2695.4950324231177
h3_r7,87b2c5466ffffff,E22_N419,train,232231,348378.67490000016,205211,305652.2177999998,2696.364582062932
h3_r7,87b2c5468ffffff,E23_N419,train,235135,364305.46040000126,182473,270518.4455000002,2694.140931587084
h3_r7,87b2c5469ffffff,E23_N418,validation,194640,291350.2004000002,116844,172591.69479999997,2693.522237824858
h3_r7,87b2c546affffff,E23_N418,validation,68354,106111.67629999996,52113,78077.61519999999,2694.39148218889
h3_r7,87b2c546bffffff,E23_N418,validation,80492,128113.07729999992,78142,115675.05349999997,2693.7728968765587
h3_r7,87b2c546cffffff,E23_N419,train,173122,256758.5389000004,185897,272402.03510000004,2694.508735499752
h3_r7,87b2c546dffffff,E23_N419,train,217595,324685.75970000034,193512,281515.18350000033,2693.889995239151
h3_r7,87b2c546effffff,E23_N419,train,410070,591488.1382000014,382023,555042.9254000002,2694.759563445521
h3_r7,87b2c5470ffffff,E22_N419,train,10749,18254.991100000003,9736,14343.089999999997,2696.865198733285
h3_r7,87b2c5471ffffff,E22_N419,train,16401,27441.6671,12495,18675.8277,2696.2468640723964
h3_r7,87b2c5472ffffff,E22_N419,train,23322,37036.592,17881,26616.30830000001,2697.114926896058
h3_r7,87b2c5473ffffff,E22_N419,train,418,719.0073999999997,95,139.70719999999994,2696.4967016323358
h3_r7,87b2c5474ffffff,E22_N419,train,118057,187028.68839999996,108076,160530.1306,2697.2334641119232
h3_r7,87b2c5475ffffff,E22_N419,train,134131,215993.11489999996,121441,183517.502,2696.6150837310124
h3_r7,87b2c5476ffffff,E22_N419,train,190577,286601.5271000005,234291,354285.0569000002,2697.4834697671467
h3_r7,87b2c5501ffffff,E22_N420,validation,1094,2109.2058000000006,1116,1751.6944999999998,2701.5450700447545
h3_r7,87b2c5503ffffff,E22_N420,validation,4045,7471.929100000001,4068,6365.940400000003,2701.7960266441805
h3_r7,87b2c5508ffffff,E22_N420,validation,842,1445.2970000000005,527,772.8791999999995,2700.559493509121
h3_r7,87b2c5509ffffff,E22_N420,validation,85326,132404.0913999999,74691,110902.03940000004,2699.941128003178
h3_r7,87b2c550affffff,E22_N420,validation,19224,37369.29909999999,12289,17922.774899999997,2700.810281728336
h3_r7,87b2c550bffffff,E22_N420,validation,19022,30954.064600000027,18107,26325.10239999998,2700.1920258997707
h3_r7,87b2c550cffffff,E22_N420,validation,5418,10159.3023,5017,7437.0509,2700.9267267776886
h3_r7,87b2c550dffffff,E22_N420,validation,66311,117027.12739999995,53648,81661.2994,2700.308317471179
h3_r7,87b2c550effffff,E22_N420,validation,2554,4772.2546,2743,4366.7037,2701.177793185925
h3_r7,87b2c5511ffffff,E21_N420,train,4153,7702.980800000001,3953,6033.891899999999,2702.6646516024484
h3_r7,87b2c5518ffffff,E21_N420,train,1990,3704.6703,1859,2954.8561,2701.6787616881197
h3_r7,87b2c5519ffffff,E22_N420,validation,1597,2658.6013000000003,1483,2195.3982000000005,2701.060681955947
h3_r7,87b2c551cffffff,E21_N420,train,1117,2185.2113000000004,1105,1785.9975999999997,2702.0465949661448
h3_r7,87b2c551effffff,E21_N420,train,8218,15350.547500000002,8521,13243.0018,2702.296774844581
h3_r7,87b2c5528ffffff,E22_N420,validation,75504,116347.68290000009,56306,83161.4872,2701.0419927011244
h3_r7,87b2c5529ffffff,E22_N420,validation,577429,859039.8706000035,527409,776455.5956000001,2700.423430510448
h3_r7,87b2c552affffff,E22_N420,validation,364,590.2683999999999,250,355.5520999999999,2701.2937253356795
h3_r7,87b2c552bffffff,E22_N420,validation,128476,209261.8229000001,112780,169620.30569999994,2700.675272496476
h3_r7,87b2c552cffffff,E22_N420,validation,37,42.84810000000001,22,31.785300000000003,2701.4084777180105
h3_r7,87b2c552dffffff,E22_N420,validation,10304,15541.143900000005,18409,26684.36749999999,2700.7898723048274
h3_r7,87b2c5540ffffff,E22_N419,train,569412,816631.559500003,547683,783850.7030999998,2697.8340276189265
h3_r7,87b2c5541ffffff,E23_N419,train,5983450,8179258.980500258,6613217,9214812.442300037,2697.215293936024
h3_r7,87b2c5542ffffff,E22_N419,train,567658,808517.6067999961,605573,869782.1219000007,2698.0856403747457
h3_r7,87b2c5543ffffff,E22_N419,train,2761587,4093314.434700052,2951738,4148284.861500032,2697.467015425849
h3_r7,87b2c5544ffffff,E22_N420,validation,318831,474124.5628000001,312849,453901.56090000016,2698.2008064044057
h3_r7,87b2c5545ffffff,E23_N420,test,804155,1149293.0769999975,848829,1203707.369800001,2697.5820281384517
h3_r7,87b2c5546ffffff,E22_N420,validation,203957,310864.83920000016,174612,255568.7974,2698.4526972031454
h3_r7,87b2c5548ffffff,E23_N419,train,673637,946524.941400001,681327,972861.0902000008,2696.229574237077
h3_r7,87b2c5549ffffff,E23_N419,train,340374,471423.3536000016,346234,486725.0439000004,2695.610758771887
h3_r7,87b2c554affffff,E23_N419,train,920588,1285584.1792000015,992050,1404324.544199998,2696.481126449304
h3_r7,87b2c554bffffff,E23_N419,train,425343,608121.9781000016,444925,633861.7644999998,2695.8624194089207
h3_r7,87b2c554cffffff,E23_N419,train,1945679,2691346.453300024,2107650,2941296.7062000013,2696.596496539947
h3_r7,87b2c554dffffff,E23_N419,train,935718,1273128.6058000028,1023966,1423912.0374999968,2695.977635819232
h3_r7,87b2c554effffff,E23_N419,train,1138238,1583938.8860999898,1182320,1676491.663099999,2696.8483265854884
h3_r7,87b2c5550ffffff,E22_N419,train,581687,816059.7979999989,546657,784081.6362000002,2698.955317765241
h3_r7,87b2c5551ffffff,E22_N419,train,888313,1271625.2669000195,870181,1237869.0788999996,2698.336866235477
h3_r7,87b2c5552ffffff,E22_N419,train,256444,372241.2030999997,218595,314084.5124,2699.2060471804
h3_r7,87b2c5553ffffff,E22_N419,train,615035,856477.8939000056,630139,901597.0534000008,2698.5877050251
h3_r7,87b2c5554ffffff,E22_N420,validation,300152,462659.1818999994,267017,395682.6508,2699.32269705215
h3_r7,87b2c5555ffffff,E22_N419,train,229621,338020.1292999994,198560,289650.7959,2698.7042010466103
h3_r7,87b2c5556ffffff,E22_N419,train,240366,358585.5450000007,210605,306825.2616000001,2699.573704447772
h3_r7,87b2c5558ffffff,E22_N419,train,324608,461747.65190000064,276190,393643.092,2697.3508271892206
h3_r7,87b2c5559ffffff,E22_N419,train,134648,203076.70339999997,118615,177662.29689999993,2696.7322922800668
h3_r7,87b2c555affffff,E22_N419,train,151867,239024.59380000032,127712,188745.1163,2697.601497399912
h3_r7,87b2c555bffffff,E22_N419,train,75617,115506.75790000011,64386,93304.88750000004,2696.983071557479
h3_r7,87b2c555cffffff,E22_N419,train,1494370,2114205.1664000098,1507088,2161763.7783,2697.718350248528
h3_r7,87b2c555dffffff,E22_N419,train,295354,418314.6607000009,274859,391216.4993000001,2697.0997701908345
h3_r7,87b2c555effffff,E22_N419,train,260753,378993.7804000008,240911,346208.95990000013,2697.9692982306588
h3_r7,87b2c5560ffffff,E23_N420,test,463218,662358.7467999958,434196,618693.9590999997,2698.3147956223693
h3_r7,87b2c5561ffffff,E23_N420,test,397011,567013.424000002,365809,519758.0138999997,2697.695864637906
h3_r7,87b2c5562ffffff,E22_N420,validation,469313,677401.3262000018,468543,674236.3496,2698.5673514090013
h3_r7,87b2c5563ffffff,E23_N420,test,404753,572679.5009000018,401212,576516.4329999997,2697.948528823676
h3_r7,87b2c5564ffffff,E23_N420,test,948,1472.8483000000003,530,777.3059000000001,2698.6808281721896
h3_r7,87b2c5565ffffff,E23_N420,test,60352,97157.39610000006,40967,59126.7999,2698.061853175692
h3_r7,87b2c5566ffffff,E22_N420,validation,167405,247997.4501,152836,224456.67479999992,2698.933662271418
h3_r7,87b2c5568ffffff,E23_N420,test,3249288,4332098.248200184,3573641,4911184.721400043,2696.7106916505145
h3_r7,87b2c5569ffffff,E23_N420,test,511811,691271.4338000015,521321,720889.9363999998,2696.091677836725
h3_r7,87b2c556affffff,E23_N420,test,1900085,2572172.843599953,2110812,2916169.379399998,2696.9631859511137
h3_r7,87b2c556bffffff,E23_N419,train,612995,830723.8745999943,601216,825809.797199999,2696.344280231977
h3_r7,87b2c556cffffff,E23_N420,test,18526,25941.951499999992,31426,43720.796,2697.0768697002786
h3_r7,87b2c556dffffff,E23_N420,test,1383061,1832463.9819999875,1422781,1937515.1625999936,2696.457811202097
h3_r7,87b2c556effffff,E23_N420,test,78497,122832.23719999996,59133,86116.20779999999,2697.3296421082923
h3_r7,87b2c5570ffffff,E22_N420,validation,9937,17033.7433,7907,12325.2501,2699.4381696187197
h3_r7,87b2c5571ffffff,E22_N420,validation,118709,193859.48709999985,106675,161599.66550000003,2698.819520357996
h3_r7,87b2c5572ffffff,E22_N420,validation,113004,194879.91410000008,89717,137428.39589999994,2699.689842517837
h3_r7,87b2c5573ffffff,E22_N420,validation,177660,285679.2448000001,163988,244619.14620000005,2699.0713022953714
h3_r7,87b2c5574ffffff,E22_N420,validation,288558,414806.3201000009,296548,430781.55780000007,2699.804802642669
h3_r7,87b2c5575ffffff,E22_N420,validation,181441,266463.5162999998,183493,265396.9554999999,2699.1861094775377
h3_r7,87b2c5576ffffff,E22_N420,validation,42662,63082.272300000026,32530,47501.5157,2700.056753793964
h3_r7,87b2c5704ffffff,E23_N418,validation,25243,39703.864400000006,14484,21774.03849999999,2691.2979424668592
h3_r7,87b2c5706ffffff,E23_N418,validation,7365,12290.0958,4654,7105.507999999999,2691.5486487719463
h3_r7,87b2c5714ffffff,E23_N418,validation,87636,147991.67870000002,52739,79129.71279999998,2692.4175837806542
h3_r7,87b2c5715ffffff,E23_N418,validation,11651,18874.8298,5957,9051.490700000002,2691.798970138654
h3_r7,87b2c5716ffffff,E23_N418,validation,19048,34097.353200000005,12649,18896.703500000003,2692.667411602568
h3_r7,87b2c5721ffffff,E24_N418,train,0,0.0,29,43.3254,2690.7953757089563
h3_r7,87b2c5722ffffff,E23_N418,validation,29331,45918.22080000005,22372,33043.3048,2691.665788933868
h3_r7,87b2c5723ffffff,E23_N418,validation,35460,57173.02109999999,24405,36967.3835,2691.046851385501
h3_r7,87b2c5726ffffff,E23_N418,validation,11257,16687.90160000001,11726,16976.637200000005,2692.0334056306165
h3_r7,87b2c5730ffffff,E23_N418,validation,571880,803774.0232999994,590804,847420.8296999994,2692.5355415351805
h3_r7,87b2c5731ffffff,E23_N418,validation,689604,988090.3544999844,646926,931210.8338999988,2691.9167722745333
h3_r7,87b2c5732ffffff,E23_N418,validation,30784,51620.33309999999,22894,34756.47140000001,2692.7860317269806
h3_r7,87b2c5733ffffff,E23_N418,validation,81417,136153.26370000007,57556,88144.35779999998,2692.167370612733
h3_r7,87b2c5734ffffff,E23_N418,validation,666904,920543.2854000072,624689,893021.2781999987,2692.9034825366107
h3_r7,87b2c5735ffffff,E23_N418,validation,223234,331557.4148999999,159967,235519.6867,2692.2846661109943
h3_r7,87b2c5736ffffff,E23_N418,validation,136580,214589.12169999984,117040,171337.15360000002,2693.1542498643976
h3_r7,87b2c57a4ffffff,E22_N418,train,11061,18219.6232,9184,14766.6723,2693.5351892023464
h3_r7,87b2c57a5ffffff,E23_N418,validation,9219,14502.054200000006,7554,12230.5285,2692.91685390711
h3_r7,87b2c57a6ffffff,E22_N418,train,7426,11721.3956,5211,8685.4493,2693.7841367549845
h3_r7,87b2c57b0ffffff,E22_N418,train,9875,15864.203199999996,7855,13337.248800000005,2694.2808734350256
h3_r7,87b2c57b3ffffff,E22_N418,train,652,1078.1166000000003,386,656.2171000000004,2693.910764567961
h3_r7,87b2c57b4ffffff,E22_N418,train,826,1430.288300000001,471,728.7398000000002,2694.65075315407
h3_r7,87b2c57b5ffffff,E22_N418,train,455,775.9126,276,441.6832,2694.032698224997
h3_r7,87b2c5cd3ffffff,E22_N420,validation,3052,4623.587399999999,2003,2849.3215000000005,2701.156078803062
h3_r7,87b2c5cd8ffffff,E22_N420,validation,14677,21592.967999999983,12408,17853.339700000008,2699.918584136176
h3_r7,87b2c5cd9ffffff,E22_N420,validation,56150,80986.1539,51355,72489.2062,2699.2997386216884
h3_r7,87b2c5cdaffffff,E22_N420,validation,86623,127261.7267000001,69709,100635.10799999996,2700.171200997429
h3_r7,87b2c5cdbffffff,E22_N420,validation,396146,577229.7954000023,391489,551996.9297000006,2699.552464193257
h3_r7,87b2c5cddffffff,E22_N420,validation,1068,1548.9788,831,1181.9773999999995,2699.665580091765
h3_r7,87b2c5cdeffffff,E22_N420,validation,46491,70303.77870000004,44709,65452.570699999975,2700.5373643242056
h3_r8,88b2c50801fffff,E23_N419,train,974,1507.4619999999995,973,1356.9824,941.7072691718348
h3_r8,88b2c50803fffff,E23_N419,train,2368,3743.3535000000015,2176,3024.9762,941.6165017923922
h3_r8,88b2c50805fffff,E23_N419,train,604,952.4336,60,83.975,941.7820416517789
h3_r8,88b2c50807fffff,E23_N419,train,1740,2719.7597999999984,1823,2524.5471,941.6912743829888
h3_r8,88b2c50809fffff,E23_N419,train,3,5.663600000000001,41,65.4627,941.7232495508506
h3_r8,88b2c5080dfffff,E23_N419,train,1008,1585.3293000000003,492,681.3623000000001,941.7980320106144
h3_r8,88b2c50815fffff,E23_N419,train,825,1227.2406000000003,638,927.9174,941.525729882298
h3_r8,88b2c50823fffff,E23_N419,train,3930,6267.082000000001,2650,3811.427200000001,941.7500177030452
h3_r8,88b2c50825fffff,E23_N419,train,32263,48883.45509999999,25152,36581.31249999999,941.9155315861572
h3_r8,88b2c50827fffff,E23_N419,train,20566,32023.49330000001,15177,22172.591,941.824760121468
h3_r8,88b2c50829fffff,E23_N419,train,5578,8544.838999999998,5355,7465.643100000002,941.8568040376996
h3_r8,88b2c5082bfffff,E23_N419,train,2829,4381.961699999999,3545,4945.2585,941.7660368825892
h3_r8,88b2c5082dfffff,E23_N419,train,8908,13735.901800000003,8964,12739.4542,941.9315563214476
h3_r8,88b2c50831fffff,E23_N419,train,2457,3633.0159,2586,3617.5542999999993,941.5844889660948
h3_r8,88b2c50835fffff,E23_N419,train,69,108.24530000000004,97,138.09219999999996,941.6592415889608
h3_r8,88b2c50839fffff,E23_N419,train,1119,1609.5628000000004,664,936.8803,941.6005025806952
h3_r8,88b2c5083bfffff,E23_N419,train,1844,2683.8384,1645,2317.2374,941.5097262491472
h3_r8,88b2c5083dfffff,E23_N419,train,3975,5994.979999999997,3916,5552.173400000001,941.6752651875722
h3_r8,88b2c50841fffff,E23_N419,train,67398,100319.48639999988,68563,98991.4046,941.829969489132
h3_r8,88b2c50843fffff,E23_N419,train,28952,46334.15909999999,29315,43058.42089999999,941.7392155244016
h3_r8,88b2c50845fffff,E23_N419,train,73970,112063.46599999975,82092,114837.7784,941.904761805432
h3_r8,88b2c50847fffff,E23_N419,train,5245,8632.235399999998,4092,6259.186999999999,941.8140079579898
h3_r8,88b2c50849fffff,E23_N419,train,14096,20788.1836,11553,16574.785900000003,941.845916603168
h3_r8,88b2c5084bfffff,E23_N419,train,2,3.074,0,0.0,941.7551670823012
h3_r8,88b2c5084dfffff,E23_N419,train,42300,62719.33579999997,38554,56091.32790000001,941.9207188904402
h3_r8,88b2c50855fffff,E23_N419,train,0,0.0,2,2.8262,941.648457007832
h3_r8,88b2c50861fffff,E23_N419,train,12130,18624.3851,10624,15244.1648,941.9635625428054
h3_r8,88b2c50863fffff,E23_N419,train,832,1271.9637,453,612.1306000000001,941.8728043755982
h3_r8,88b2c50865fffff,E23_N419,train,18121,27693.220099999995,17966,25824.657,942.0383246827404
h3_r8,88b2c50867fffff,E23_N419,train,2544,3892.058700000002,2607,3606.2985,941.9475666410872
h3_r8,88b2c50869fffff,E23_N419,train,7266,13062.696199999998,6621,9770.903,941.9795440253802
h3_r8,88b2c5086bfffff,E23_N419,train,1348,2466.8623,579,851.6031000000004,941.8887903004652
